Shipment_ID,Order_ID,Courier,Shipment_Date,Delivery_Date,Delivery_Status
SHP007204,ORD007204,Ekart,2025-03-19,2025-03-25,Delivered
SHP007205,ORD007205,Amazon Logistics,2025-03-23,2025-03-26,Delivered
SHP007206,ORD007206,DTDC,2025-06-02,2025-06-05,Delivered
SHP007207,ORD007207,XpressBees,2025-03-25,2025-03-30,Delivered
SHP007208,ORD007208,Ekart,2025-02-15,2025-02-18,Delivered
SHP007209,ORD007209,Amazon Logistics,2025-02-10,2025-02-12,Delivered
SHP007210,ORD007210,Delhivery,2025-05-28,2025-06-02,Delivered
SHP007211,ORD007211,BlueDart,2025-03-29,2025-03-31,Delivered
SHP007212,ORD007212,BlueDart,2025-01-25,2025-01-28,Delivered
SHP007213,ORD007213,BlueDart,2025-04-20,,Shipped
SHP007214,ORD007214,Amazon Logistics,2025-03-23,2025-03-27,Delivered
SHP007215,ORD007215,Ekart,2025-06-14,2025-06-20,Delivered
SHP007216,ORD007216,Ekart,2025-03-17,2025-03-22,Delivered
SHP007217,ORD007217,XpressBees,2025-02-09,2025-02-14,Delivered
SHP007218,ORD007218,Ekart,2025-06-06,2025-06-12,Delivered
SHP007219,ORD007219,XpressBees,2025-03-21,,Processing
SHP007220,ORD007220,XpressBees,2025-04-12,2025-04-17,Delivered
SHP007221,ORD007221,Delhivery,2025-01-25,2025-01-29,Delivered
SHP007222,ORD007222,Ekart,2025-05-19,2025-05-24,Delivered
SHP007223,ORD007223,BlueDart,2025-04-06,2025-04-08,Delivered
SHP007224,ORD007224,DTDC,2025-05-18,2025-05-22,Delivered
SHP007225,ORD007225,BlueDart,2025-01-31,2025-02-04,Delivered
SHP007226,ORD007226,Ekart,2025-03-18,2025-03-21,Delivered
SHP007227,ORD007227,BlueDart,2025-04-08,2025-04-13,Delivered
SHP007228,ORD007228,Amazon Logistics,2025-06-03,2025-06-07,Delivered
SHP007229,ORD007229,Amazon Logistics,2025-06-19,2025-06-21,Delivered
SHP007230,ORD007230,Amazon Logistics,2025-02-22,2025-02-25,Delivered
SHP007231,ORD007231,Amazon Logistics,2025-06-03,2025-06-08,Delivered
SHP007232,ORD007232,DTDC,2025-01-14,,Pending
SHP007233,ORD007233,DTDC,2025-03-11,2025-03-13,Delivered
SHP007234,ORD007234,DTDC,2025-02-13,2025-02-15,Delivered
SHP007235,ORD007235,XpressBees,2025-04-26,2025-05-02,Delivered
SHP007236,ORD007236,XpressBees,2025-01-07,2025-01-10,Delivered
SHP007237,ORD007237,DTDC,2025-01-27,2025-01-29,Delivered
SHP007238,ORD007238,XpressBees,2025-01-04,2025-01-06,Delivered
SHP007239,ORD007239,XpressBees,2025-01-03,2025-01-07,Delivered
SHP007240,ORD007240,Delhivery,2025-01-14,,Processing
SHP007241,ORD007241,Ekart,2025-04-02,2025-04-06,Delivered
SHP007242,ORD007242,Amazon Logistics,2025-05-07,2025-05-11,Delivered
SHP007243,ORD007243,DTDC,2025-03-11,2025-03-15,Delivered
SHP007244,ORD007244,Amazon Logistics,2025-01-06,2025-01-11,Delivered
SHP007245,ORD007245,BlueDart,2025-06-23,2025-06-28,Delivered
SHP007246,ORD007246,BlueDart,2025-05-07,2025-05-13,Delivered
SHP007247,ORD007247,BlueDart,2025-02-11,2025-02-16,Delivered
SHP007248,ORD007248,Delhivery,2025-05-14,,Pending
SHP007249,ORD007249,DTDC,2025-06-21,2025-06-25,Delivered
SHP007250,ORD007250,XpressBees,2025-04-22,2025-04-25,Delivered
SHP007251,ORD007251,DTDC,2025-04-21,,Shipped
SHP007252,ORD007252,Amazon Logistics,2025-03-19,2025-03-25,Delivered
SHP007253,ORD007253,Delhivery,2025-02-06,,Cancelled
SHP007254,ORD007254,BlueDart,2025-01-20,2025-01-24,Delivered
SHP007255,ORD007255,Delhivery,2025-06-09,2025-06-14,Delivered
SHP007256,ORD007256,DTDC,2025-01-25,2025-01-31,Delivered
SHP007257,ORD007257,BlueDart,2025-01-30,2025-02-04,Returned
SHP007258,ORD007258,Ekart,2025-04-13,2025-04-16,Delivered
SHP007259,ORD007259,BlueDart,2025-03-14,,Shipped
SHP007260,ORD007260,DTDC,2025-05-20,2025-05-26,Delivered
SHP007261,ORD007261,Delhivery,2025-01-21,2025-01-23,Delivered
SHP007262,ORD007262,DTDC,2025-05-02,,Processing
SHP007263,ORD007263,Ekart,2025-06-03,2025-06-09,Delivered
SHP007264,ORD007264,DTDC,2025-03-25,2025-03-31,Delivered
SHP007265,ORD007265,Ekart,2025-06-11,,Shipped
SHP007266,ORD007266,DTDC,2025-01-05,2025-01-08,Delivered
SHP007267,ORD007267,Amazon Logistics,2025-03-05,2025-03-11,Returned
SHP007268,ORD007268,XpressBees,2025-03-04,2025-03-08,Delivered
SHP007269,ORD007269,XpressBees,2025-05-11,2025-05-15,Delivered
SHP007270,ORD007270,Amazon Logistics,2025-03-17,2025-03-21,Delivered
SHP007271,ORD007271,XpressBees,2025-06-04,2025-06-06,Delivered
SHP007272,ORD007272,Delhivery,2025-04-26,,Processing
SHP007273,ORD007273,BlueDart,2025-05-08,2025-05-14,Delivered
SHP007274,ORD007274,BlueDart,2025-01-14,2025-01-20,Delivered
SHP007275,ORD007275,Amazon Logistics,2025-01-26,,Pending
SHP007276,ORD007276,XpressBees,2025-04-18,2025-04-22,Delivered
SHP007277,ORD007277,Amazon Logistics,2025-05-08,2025-05-12,Delivered
SHP007278,ORD007278,DTDC,2025-01-02,2025-01-04,Delivered
SHP007279,ORD007279,DTDC,2025-02-20,2025-02-25,Delivered
SHP007280,ORD007280,DTDC,2025-03-20,,Shipped
SHP007281,ORD007281,Amazon Logistics,2025-01-07,,Shipped
SHP007282,ORD007282,DTDC,2025-04-18,2025-04-22,Delivered
SHP007283,ORD007283,Amazon Logistics,2025-02-14,2025-02-16,Delivered
SHP007284,ORD007284,XpressBees,2025-03-31,,Pending
SHP007285,ORD007285,Delhivery,2025-02-01,2025-02-07,Delivered
SHP007286,ORD007286,Delhivery,2025-06-28,2025-06-30,Delivered
SHP007287,ORD007287,BlueDart,2025-05-01,,Shipped
SHP007288,ORD007288,DTDC,2025-01-26,2025-01-31,Delivered
SHP007289,ORD007289,Amazon Logistics,2025-02-17,2025-02-21,Delivered
SHP007290,ORD007290,Ekart,2025-04-07,2025-04-09,Delivered
SHP007291,ORD007291,XpressBees,2025-03-08,2025-03-14,Delivered
SHP007292,ORD007292,Delhivery,2025-04-09,2025-04-14,Delivered
SHP007293,ORD007293,XpressBees,2025-03-31,2025-04-06,Delivered
SHP007294,ORD007294,Amazon Logistics,2025-01-21,2025-01-27,Delivered
SHP007295,ORD007295,XpressBees,2025-03-22,2025-03-28,Delivered
SHP007296,ORD007296,Delhivery,2025-03-10,2025-03-15,Delivered
SHP007297,ORD007297,BlueDart,2025-03-12,2025-03-16,Delivered
SHP007298,ORD007298,Delhivery,2025-06-11,2025-06-17,Delivered
SHP007299,ORD007299,Ekart,2025-01-14,,Processing
SHP007300,ORD007300,DTDC,2025-01-28,,Cancelled
SHP007301,ORD007301,DTDC,2025-02-07,2025-02-09,Delivered
SHP007302,ORD007302,BlueDart,2025-02-06,2025-02-11,Delivered
SHP007303,ORD007303,Amazon Logistics,2025-04-13,2025-04-16,Delivered
SHP007304,ORD007304,XpressBees,2025-06-03,2025-06-07,Delivered
SHP007305,ORD007305,BlueDart,2025-04-20,2025-04-24,Delivered
SHP007306,ORD007306,BlueDart,2025-01-06,2025-01-09,Delivered
SHP007307,ORD007307,XpressBees,2025-06-17,,Shipped
SHP007308,ORD007308,DTDC,2025-02-23,,Processing
SHP007309,ORD007309,XpressBees,2025-05-27,2025-05-29,Delivered
SHP007310,ORD007310,Amazon Logistics,2025-05-06,2025-05-10,Delivered
SHP007311,ORD007311,DTDC,2025-02-18,2025-02-22,Delivered
SHP007312,ORD007312,Amazon Logistics,2025-03-10,2025-03-12,Delivered
SHP007313,ORD007313,Ekart,2025-01-23,2025-01-27,Delivered
SHP007314,ORD007314,BlueDart,2025-05-10,,Pending
SHP007315,ORD007315,BlueDart,2025-01-30,,Shipped
SHP007316,ORD007316,BlueDart,2025-04-21,2025-04-25,Delivered
SHP007317,ORD007317,Delhivery,2025-02-13,,Pending
SHP007318,ORD007318,XpressBees,2025-05-01,2025-05-07,Delivered
SHP007319,ORD007319,DTDC,2025-03-20,2025-03-22,Delivered
SHP007320,ORD007320,DTDC,2025-01-19,,Cancelled
SHP007321,ORD007321,Amazon Logistics,2025-02-11,,Pending
SHP007322,ORD007322,BlueDart,2025-05-24,2025-05-26,Delivered
SHP007323,ORD007323,BlueDart,2025-05-06,2025-05-08,Delivered
SHP007324,ORD007324,BlueDart,2025-05-15,2025-05-20,Delivered
SHP007325,ORD007325,Amazon Logistics,2025-05-13,2025-05-18,Delivered
SHP007326,ORD007326,Delhivery,2025-05-15,2025-05-18,Delivered
SHP007327,ORD007327,XpressBees,2025-06-07,,Shipped
SHP007328,ORD007328,Amazon Logistics,2025-04-07,,Shipped
SHP007329,ORD007329,Amazon Logistics,2025-07-01,2025-07-07,Delivered
SHP007330,ORD007330,Ekart,2025-05-06,,Processing
SHP007331,ORD007331,Delhivery,2025-01-17,2025-01-19,Delivered
SHP007332,ORD007332,BlueDart,2025-03-07,2025-03-12,Delivered
SHP007333,ORD007333,DTDC,2025-05-30,2025-06-05,Delivered
SHP007334,ORD007334,DTDC,2025-03-30,2025-04-02,Delivered
SHP007335,ORD007335,DTDC,2025-03-02,2025-03-08,Delivered
SHP007336,ORD007336,BlueDart,2025-04-25,,Shipped
SHP007337,ORD007337,Ekart,2025-04-12,2025-04-17,Delivered
SHP007338,ORD007338,Amazon Logistics,2025-05-20,2025-05-22,Delivered
SHP007339,ORD007339,Delhivery,2025-02-17,2025-02-19,Delivered
SHP007340,ORD007340,Amazon Logistics,2025-01-30,2025-02-03,Delivered
SHP007341,ORD007341,BlueDart,2025-04-10,2025-04-14,Delivered
SHP007342,ORD007342,Ekart,2025-03-12,2025-03-18,Delivered
SHP007343,ORD007343,Delhivery,2025-04-11,,Processing
SHP007344,ORD007344,Ekart,2025-01-14,2025-01-19,Delivered
SHP007345,ORD007345,Amazon Logistics,2025-04-09,,Processing
SHP007346,ORD007346,XpressBees,2025-06-24,2025-06-30,Delivered
SHP007347,ORD007347,Delhivery,2025-05-10,2025-05-13,Delivered
SHP007348,ORD007348,Delhivery,2025-03-26,2025-03-31,Delivered
SHP007349,ORD007349,XpressBees,2025-06-24,2025-06-28,Delivered
SHP007350,ORD007350,Delhivery,2025-03-29,2025-04-01,Delivered
SHP007351,ORD007351,Amazon Logistics,2025-06-07,2025-06-11,Delivered
SHP007352,ORD007352,DTDC,2025-04-03,,Shipped
SHP007353,ORD007353,Ekart,2025-04-11,,Shipped
SHP007354,ORD007354,Ekart,2025-05-14,2025-05-16,Delivered
SHP007355,ORD007355,Delhivery,2025-06-13,2025-06-16,Delivered
SHP007356,ORD007356,Amazon Logistics,2025-02-09,2025-02-15,Delivered
SHP007357,ORD007357,XpressBees,2025-05-23,2025-05-28,Delivered
SHP007358,ORD007358,Ekart,2025-01-24,2025-01-26,Delivered
SHP007359,ORD007359,BlueDart,2025-05-08,2025-05-10,Delivered
SHP007360,ORD007360,Delhivery,2025-04-02,2025-04-04,Delivered
SHP007361,ORD007361,DTDC,2025-04-22,,Processing
SHP007362,ORD007362,BlueDart,2025-01-17,2025-01-21,Delivered
SHP007363,ORD007363,Amazon Logistics,2025-01-30,,Pending
SHP007364,ORD007364,XpressBees,2025-06-01,,Processing
SHP007365,ORD007365,Amazon Logistics,2025-05-06,,Shipped
SHP007366,ORD007366,DTDC,2025-05-07,,Cancelled
SHP007367,ORD007367,BlueDart,2025-05-13,2025-05-17,Delivered
SHP007368,ORD007368,Delhivery,2025-03-28,2025-04-01,Delivered
SHP007369,ORD007369,Amazon Logistics,2025-01-27,2025-02-02,Delivered
SHP007370,ORD007370,Amazon Logistics,2025-04-18,,Pending
SHP007371,ORD007371,BlueDart,2025-02-23,2025-02-25,Delivered
SHP007372,ORD007372,Amazon Logistics,2025-06-09,2025-06-13,Delivered
SHP007373,ORD007373,Delhivery,2025-01-13,,Shipped
SHP007374,ORD007374,XpressBees,2025-01-16,2025-01-22,Delivered
SHP007375,ORD007375,BlueDart,2025-03-04,2025-03-10,Delivered
SHP007376,ORD007376,DTDC,2025-06-29,2025-07-04,Delivered
SHP007377,ORD007377,Delhivery,2025-06-27,2025-06-30,Delivered
SHP007378,ORD007378,Ekart,2025-06-09,2025-06-11,Delivered
SHP007379,ORD007379,Amazon Logistics,2025-03-22,2025-03-25,Delivered
SHP007380,ORD007380,Delhivery,2025-06-24,2025-06-27,Delivered
SHP007381,ORD007381,DTDC,2025-04-17,,Pending
SHP007382,ORD007382,BlueDart,2025-02-09,2025-02-11,Delivered
SHP007383,ORD007383,Ekart,2025-03-28,2025-03-30,Delivered
SHP007384,ORD007384,DTDC,2025-05-15,2025-05-21,Delivered
SHP007385,ORD007385,DTDC,2025-02-28,2025-03-06,Delivered
SHP007386,ORD007386,Ekart,2025-03-21,2025-03-25,Delivered
SHP007387,ORD007387,XpressBees,2025-05-11,2025-05-14,Delivered
SHP007388,ORD007388,DTDC,2025-03-20,,Pending
SHP007389,ORD007389,BlueDart,2025-02-26,2025-03-01,Delivered
SHP007390,ORD007390,XpressBees,2025-03-07,2025-03-11,Delivered
SHP007391,ORD007391,Ekart,2025-02-23,2025-02-25,Delivered
SHP007392,ORD007392,DTDC,2025-03-11,2025-03-16,Delivered
SHP007393,ORD007393,Amazon Logistics,2025-01-15,,Shipped
SHP007394,ORD007394,XpressBees,2025-02-27,,Shipped
SHP007395,ORD007395,Ekart,2025-01-18,,Cancelled
SHP007396,ORD007396,BlueDart,2025-03-09,2025-03-11,Delivered
SHP007397,ORD007397,DTDC,2025-05-19,,Cancelled
SHP007398,ORD007398,XpressBees,2025-01-22,2025-01-26,Delivered
SHP007399,ORD007399,XpressBees,2025-03-14,2025-03-16,Delivered
SHP007400,ORD007400,Delhivery,2025-05-30,2025-06-04,Delivered
SHP007401,ORD007401,Delhivery,2025-01-07,2025-01-11,Delivered
SHP007402,ORD007402,Delhivery,2025-03-15,2025-03-17,Delivered
SHP007403,ORD007403,BlueDart,2025-04-16,,Shipped
SHP007404,ORD007404,DTDC,2025-02-22,2025-02-25,Delivered
SHP007405,ORD007405,DTDC,2025-04-16,,Shipped
SHP007406,ORD007406,Delhivery,2025-01-24,2025-01-27,Delivered
SHP007407,ORD007407,DTDC,2025-03-05,,Cancelled
SHP007408,ORD007408,DTDC,2025-03-07,,Shipped
SHP007409,ORD007409,BlueDart,2025-04-19,2025-04-25,Delivered
SHP007410,ORD007410,BlueDart,2025-03-12,,Cancelled
SHP007411,ORD007411,DTDC,2025-06-15,2025-06-17,Delivered
SHP007412,ORD007412,Amazon Logistics,2025-05-22,2025-05-27,Delivered
SHP007413,ORD007413,Delhivery,2025-06-03,2025-06-09,Delivered
SHP007414,ORD007414,BlueDart,2025-02-14,,Processing
SHP007415,ORD007415,Delhivery,2025-06-06,2025-06-10,Delivered
SHP007416,ORD007416,XpressBees,2025-02-20,,Shipped
SHP007417,ORD007417,Amazon Logistics,2025-02-25,2025-03-02,Delivered
SHP007418,ORD007418,BlueDart,2025-07-01,2025-07-06,Delivered
SHP007419,ORD007419,BlueDart,2025-05-20,,Processing
SHP007420,ORD007420,Amazon Logistics,2025-01-26,,Shipped
SHP007421,ORD007421,DTDC,2025-05-20,2025-05-22,Delivered
SHP007422,ORD007422,Ekart,2025-06-23,2025-06-25,Delivered
SHP007423,ORD007423,Amazon Logistics,2025-03-15,2025-03-20,Delivered
SHP007424,ORD007424,BlueDart,2025-06-16,2025-06-20,Delivered
SHP007425,ORD007425,BlueDart,2025-03-27,2025-03-31,Delivered
SHP007426,ORD007426,BlueDart,2025-06-09,2025-06-13,Delivered
SHP007427,ORD007427,Ekart,2025-06-16,2025-06-21,Delivered
SHP007428,ORD007428,Ekart,2025-02-16,2025-02-18,Delivered
SHP007429,ORD007429,Delhivery,2025-01-15,2025-01-21,Delivered
SHP007430,ORD007430,Ekart,2025-03-05,2025-03-09,Delivered
SHP007431,ORD007431,Ekart,2025-03-19,,Shipped
SHP007432,ORD007432,Delhivery,2025-01-26,2025-01-30,Delivered
SHP007433,ORD007433,Delhivery,2025-04-14,,Processing
SHP007434,ORD007434,DTDC,2025-02-27,2025-03-05,Delivered
SHP007435,ORD007435,BlueDart,2025-06-28,2025-06-30,Delivered
SHP007436,ORD007436,XpressBees,2025-06-20,2025-06-23,Delivered
SHP007437,ORD007437,XpressBees,2025-01-23,2025-01-27,Delivered
SHP007438,ORD007438,Ekart,2025-05-22,,Shipped
SHP007439,ORD007439,DTDC,2025-06-18,,Shipped
SHP007440,ORD007440,Amazon Logistics,2025-02-24,2025-02-28,Delivered
SHP007441,ORD007441,Delhivery,2025-05-19,2025-05-25,Delivered
SHP007442,ORD007442,Delhivery,2025-03-26,2025-04-01,Delivered
SHP007443,ORD007443,XpressBees,2025-03-18,2025-03-22,Delivered
SHP007444,ORD007444,Amazon Logistics,2025-05-13,2025-05-18,Delivered
SHP007445,ORD007445,Ekart,2025-03-19,2025-03-23,Delivered
SHP007446,ORD007446,Delhivery,2025-05-22,,Processing
SHP007447,ORD007447,Amazon Logistics,2025-06-09,2025-06-13,Delivered
SHP007448,ORD007448,Amazon Logistics,2025-05-21,2025-05-25,Delivered
SHP007449,ORD007449,Delhivery,2025-03-19,2025-03-24,Delivered
SHP007450,ORD007450,Amazon Logistics,2025-05-28,2025-06-03,Delivered
SHP007451,ORD007451,XpressBees,2025-04-02,2025-04-04,Delivered
SHP007452,ORD007452,BlueDart,2025-04-12,2025-04-15,Delivered
SHP007453,ORD007453,BlueDart,2025-05-31,,Cancelled
SHP007454,ORD007454,Delhivery,2025-06-02,2025-06-05,Delivered
SHP007455,ORD007455,Delhivery,2025-03-24,2025-03-27,Delivered
SHP007456,ORD007456,XpressBees,2025-01-21,,Cancelled
SHP007457,ORD007457,DTDC,2025-03-30,2025-04-05,Delivered
SHP007458,ORD007458,Ekart,2025-04-17,2025-04-23,Delivered
SHP007459,ORD007459,Delhivery,2025-01-13,,Pending
SHP007460,ORD007460,Amazon Logistics,2025-06-18,2025-06-20,Delivered
SHP007461,ORD007461,Ekart,2025-05-19,2025-05-23,Delivered
SHP007462,ORD007462,DTDC,2025-06-11,2025-06-15,Delivered
SHP007463,ORD007463,DTDC,2025-02-06,,Processing
SHP007464,ORD007464,XpressBees,2025-04-02,2025-04-05,Delivered
SHP007465,ORD007465,Amazon Logistics,2025-03-17,2025-03-22,Delivered
SHP007466,ORD007466,XpressBees,2025-06-19,2025-06-22,Delivered
SHP007467,ORD007467,Ekart,2025-04-13,2025-04-15,Delivered
SHP007468,ORD007468,BlueDart,2025-04-04,2025-04-07,Delivered
SHP007469,ORD007469,Delhivery,2025-06-13,,Processing
SHP007470,ORD007470,Ekart,2025-06-19,2025-06-25,Delivered
SHP007471,ORD007471,DTDC,2025-05-25,,Shipped
SHP007472,ORD007472,DTDC,2025-02-28,2025-03-06,Delivered
SHP007473,ORD007473,Ekart,2025-06-23,,Shipped
SHP007474,ORD007474,Amazon Logistics,2025-01-10,,Shipped
SHP007475,ORD007475,BlueDart,2025-03-31,2025-04-05,Delivered
SHP007476,ORD007476,XpressBees,2025-02-20,2025-02-22,Delivered
SHP007477,ORD007477,DTDC,2025-04-03,2025-04-09,Delivered
SHP007478,ORD007478,Amazon Logistics,2025-01-10,2025-01-13,Delivered
SHP007479,ORD007479,BlueDart,2025-03-07,2025-03-13,Delivered
SHP007480,ORD007480,Amazon Logistics,2025-02-15,2025-02-18,Delivered
SHP007481,ORD007481,Ekart,2025-01-15,2025-01-19,Delivered
SHP007482,ORD007482,Amazon Logistics,2025-06-14,2025-06-20,Delivered
SHP007483,ORD007483,Ekart,2025-03-11,,Pending
SHP007484,ORD007484,BlueDart,2025-03-04,2025-03-07,Delivered
SHP007485,ORD007485,Amazon Logistics,2025-03-03,2025-03-08,Delivered
SHP007486,ORD007486,Delhivery,2025-06-05,,Pending
SHP007487,ORD007487,Amazon Logistics,2025-04-15,2025-04-19,Delivered
SHP007488,ORD007488,BlueDart,2025-05-29,2025-06-01,Delivered
SHP007489,ORD007489,Ekart,2025-04-01,,Shipped
SHP007490,ORD007490,XpressBees,2025-05-26,2025-05-29,Delivered
SHP007491,ORD007491,Amazon Logistics,2025-04-18,2025-04-24,Delivered
SHP007492,ORD007492,Ekart,2025-06-16,2025-06-19,Delivered
SHP007493,ORD007493,Ekart,2025-06-17,2025-06-19,Delivered
SHP007494,ORD007494,XpressBees,2025-05-19,2025-05-24,Delivered
SHP007495,ORD007495,DTDC,2025-01-29,2025-02-01,Delivered
SHP007496,ORD007496,Delhivery,2025-02-19,2025-02-22,Delivered
SHP007497,ORD007497,XpressBees,2025-01-15,2025-01-17,Delivered
SHP007498,ORD007498,BlueDart,2025-04-28,2025-05-03,Delivered
SHP007499,ORD007499,Delhivery,2025-05-14,2025-05-18,Delivered
SHP007500,ORD007500,Delhivery,2025-03-13,,Cancelled
SHP007501,ORD007501,Amazon Logistics,2025-02-25,,Cancelled
SHP007502,ORD007502,BlueDart,2025-01-11,,Processing
SHP007503,ORD007503,XpressBees,2025-04-12,2025-04-15,Delivered
SHP007504,ORD007504,Amazon Logistics,2025-02-01,2025-02-03,Delivered
SHP007505,ORD007505,Ekart,2025-02-04,,Shipped
SHP007506,ORD007506,BlueDart,2025-04-12,2025-04-14,Delivered
SHP007507,ORD007507,Amazon Logistics,2025-02-08,,Processing
SHP007508,ORD007508,BlueDart,2025-05-10,2025-05-13,Delivered
SHP007509,ORD007509,Amazon Logistics,2025-04-02,2025-04-07,Delivered
SHP007510,ORD007510,XpressBees,2025-01-17,2025-01-20,Delivered
SHP007511,ORD007511,BlueDart,2025-03-09,2025-03-13,Delivered
SHP007512,ORD007512,DTDC,2025-03-19,,Cancelled
SHP007513,ORD007513,XpressBees,2025-04-20,2025-04-23,Delivered
SHP007514,ORD007514,Ekart,2025-04-24,2025-04-29,Delivered
SHP007515,ORD007515,Delhivery,2025-06-09,,Pending
SHP007516,ORD007516,Amazon Logistics,2025-04-23,2025-04-29,Delivered
SHP007517,ORD007517,Amazon Logistics,2025-06-12,,Shipped
SHP007518,ORD007518,Ekart,2025-05-15,2025-05-18,Delivered
SHP007519,ORD007519,XpressBees,2025-02-05,,Cancelled
SHP007520,ORD007520,Delhivery,2025-03-06,,Shipped
SHP007521,ORD007521,DTDC,2025-03-26,2025-03-28,Delivered
SHP007522,ORD007522,Ekart,2025-03-21,2025-03-23,Delivered
SHP007523,ORD007523,DTDC,2025-03-09,2025-03-14,Delivered
SHP007524,ORD007524,Delhivery,2025-01-04,2025-01-07,Delivered
SHP007525,ORD007525,Ekart,2025-01-05,2025-01-08,Delivered
SHP007526,ORD007526,XpressBees,2025-05-31,2025-06-05,Delivered
SHP007527,ORD007527,DTDC,2025-05-23,2025-05-28,Delivered
SHP007528,ORD007528,DTDC,2025-05-18,2025-05-24,Delivered
SHP007529,ORD007529,XpressBees,2025-05-01,2025-05-05,Delivered
SHP007530,ORD007530,XpressBees,2025-03-12,,Processing
SHP007531,ORD007531,Delhivery,2025-04-19,2025-04-22,Delivered
SHP007532,ORD007532,Delhivery,2025-05-19,,Pending
SHP007533,ORD007533,Delhivery,2025-02-03,,Shipped
SHP007534,ORD007534,Amazon Logistics,2025-01-20,,Shipped
SHP007535,ORD007535,Delhivery,2025-03-08,2025-03-13,Returned
SHP007536,ORD007536,Ekart,2025-02-07,2025-02-13,Delivered
SHP007537,ORD007537,BlueDart,2025-03-04,,Shipped
SHP007538,ORD007538,Amazon Logistics,2025-03-31,2025-04-03,Delivered
SHP007539,ORD007539,XpressBees,2025-01-25,2025-01-27,Delivered
SHP007540,ORD007540,Ekart,2025-06-19,2025-06-23,Delivered
SHP007541,ORD007541,XpressBees,2025-01-31,,Processing
SHP007542,ORD007542,XpressBees,2025-04-23,2025-04-26,Returned
SHP007543,ORD007543,XpressBees,2025-07-01,2025-07-04,Returned
SHP007544,ORD007544,Amazon Logistics,2025-03-18,2025-03-22,Delivered
SHP007545,ORD007545,BlueDart,2025-06-26,,Pending
SHP007546,ORD007546,XpressBees,2025-05-21,2025-05-24,Delivered
SHP007547,ORD007547,Ekart,2025-05-09,2025-05-15,Delivered
SHP007548,ORD007548,Amazon Logistics,2025-01-29,2025-02-01,Delivered
SHP007549,ORD007549,BlueDart,2025-05-13,2025-05-18,Delivered
SHP007550,ORD007550,Amazon Logistics,2025-02-10,2025-02-16,Delivered
SHP007551,ORD007551,Amazon Logistics,2025-05-30,2025-06-05,Delivered
SHP007552,ORD007552,BlueDart,2025-06-05,2025-06-11,Delivered
SHP007553,ORD007553,Ekart,2025-01-18,,Pending
SHP007554,ORD007554,XpressBees,2025-01-13,2025-01-15,Delivered
SHP007555,ORD007555,Delhivery,2025-01-31,,Processing
SHP007556,ORD007556,Delhivery,2025-05-17,,Processing
SHP007557,ORD007557,XpressBees,2025-04-28,2025-05-01,Delivered
SHP007558,ORD007558,Ekart,2025-04-02,2025-04-04,Delivered
SHP007559,ORD007559,Ekart,2025-06-03,2025-06-08,Delivered
SHP007560,ORD007560,XpressBees,2025-06-07,,Processing
SHP007561,ORD007561,Ekart,2025-04-22,2025-04-26,Delivered
SHP007562,ORD007562,DTDC,2025-04-04,,Shipped
SHP007563,ORD007563,DTDC,2025-02-03,2025-02-07,Delivered
SHP007564,ORD007564,BlueDart,2025-04-06,2025-04-09,Delivered
SHP007565,ORD007565,Amazon Logistics,2025-04-02,2025-04-08,Delivered
SHP007566,ORD007566,BlueDart,2025-03-07,2025-03-10,Delivered
SHP007567,ORD007567,BlueDart,2025-05-26,2025-05-29,Delivered
SHP007568,ORD007568,Ekart,2025-05-17,2025-05-23,Delivered
SHP007569,ORD007569,DTDC,2025-01-22,2025-01-24,Delivered
SHP007570,ORD007570,XpressBees,2025-01-25,2025-01-27,Delivered
SHP007571,ORD007571,DTDC,2025-04-25,2025-04-28,Delivered
SHP007572,ORD007572,XpressBees,2025-06-14,2025-06-18,Delivered
SHP007573,ORD007573,Delhivery,2025-05-06,,Processing
SHP007574,ORD007574,Delhivery,2025-01-23,,Shipped
SHP007575,ORD007575,BlueDart,2025-05-15,,Processing
SHP007576,ORD007576,Amazon Logistics,2025-05-24,,Shipped
SHP007577,ORD007577,Amazon Logistics,2025-05-28,2025-05-30,Returned
SHP007578,ORD007578,BlueDart,2025-01-15,,Processing
SHP007579,ORD007579,Delhivery,2025-05-20,,Processing
SHP007580,ORD007580,Delhivery,2025-02-15,2025-02-17,Delivered
SHP007581,ORD007581,Delhivery,2025-04-28,2025-05-02,Delivered
SHP007582,ORD007582,Amazon Logistics,2025-06-09,,Pending
SHP007583,ORD007583,XpressBees,2025-05-10,,Shipped
SHP007584,ORD007584,Ekart,2025-05-31,,Pending
SHP007585,ORD007585,Delhivery,2025-02-07,2025-02-13,Delivered
SHP007586,ORD007586,XpressBees,2025-04-29,2025-05-01,Delivered
SHP007587,ORD007587,Amazon Logistics,2025-01-26,2025-01-31,Delivered
SHP007588,ORD007588,BlueDart,2025-04-09,2025-04-15,Delivered
SHP007589,ORD007589,Delhivery,2025-02-19,2025-02-24,Delivered
SHP007590,ORD007590,DTDC,2025-03-16,2025-03-20,Returned
SHP007591,ORD007591,XpressBees,2025-03-31,2025-04-06,Delivered
SHP007592,ORD007592,BlueDart,2025-06-13,2025-06-19,Delivered
SHP007593,ORD007593,Amazon Logistics,2025-03-14,2025-03-19,Delivered
SHP007594,ORD007594,DTDC,2025-03-09,2025-03-15,Delivered
SHP007595,ORD007595,Delhivery,2025-05-17,,Cancelled
